Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/20,,,,,,,,,,INDIGO,1,2020-21
05/20,1575,2714.58,1473,142254,141.383,268.985,52.56166700745395,30.075,46.06483790523691,INDIGO,1,2020-21
06/20,10341,17810.33,9437,1046836,1038.263,1711.028,60.680655138314506,194.003,53.43164796420674,INDIGO,1,2020-21
07/20,13094,22743.5,11616.535,1272240,1240.088,2060.464,60.18489039362008,233.503523408,53.50321376195548,INDIGO,1,2020-21
08/20,15897,27875,14060.192,1681787,1633.951,2490.194,65.61540988372793,165.6100354,95.60160498153002,INDIGO,1,2020-21
09/20,21063,37320.05,19101.914,2265539,2233.475,3415.497,65.39238652529924,381.911565791999,56.995018363167404,INDIGO,1,2020-21
10/20,24853,43914.95,22864.053,2926835,2820.75,4137.233,68.17962633479912,435.741185586,62.84621712667609,INDIGO,1,2020-21
11/20,26786,47267.58,24377.12,3423059,3280.792,4435.096,73.97341568254667,496.27927480100004,63.268880608787256,INDIGO,1,2020-21
12/20,31847,56527.51,28845.914,3951522,3768.24,5270.175,71.50123098379085,556.202233741001,64.69818921146361,INDIGO,1,2020-21
01/21,34461,61464.9,31362.842,4202712,3983.767,5746.935,69.31985484436485,602.126950197,62.91022126255699,INDIGO,1,2020-21
02/21,32690,58239.43,29692.342,4238466,4039.127,5431.221,74.36867326886532,571.1519802129991,67.27934827760313,INDIGO,1,2020-21
03/21,36601,64873.2,33192.901,4184920,4038.028,6081.17,66.40215616402763,643.066866716998,60.163801627751226,INDIGO,1,2020-21
